X'[mm], Z'[mm], Smoothed_Strain[um/m]
7.000000, 0.850000, 1885.391117
7.000000, 1.100000, 1807.924210
7.000000, 1.350000, 1706.058931
7.000000, 1.600000, 1589.716441
7.000000, 1.850000, 1468.382038
7.000000, 2.100000, 1350.473112
7.000000, 2.350000, 1242.450377
7.000000, 2.600000, 1147.981504
7.000000, 2.850000, 1067.895613
7.000000, 23.650000, 494.058000
7.000000, 23.900000, 617.552096
7.000000, 24.150000, 813.453852
7.000000, 24.400000, 1084.515362
7.000000, 24.650000, 1411.539088
7.000000, 24.900000, 1753.557074
7.100000, 0.850000, 1875.948083
7.100000, 1.100000, 1795.080362
7.100000, 1.350000, 1688.462325
7.100000, 1.600000, 1565.739093
7.100000, 1.850000, 1436.838037
7.100000, 2.100000, 1311.417432
7.100000, 2.350000, 1197.650220
7.100000, 2.600000, 1100.758919
7.100000, 2.850000, 1022.334654
7.100000, 23.650000, 474.859228
7.100000, 23.900000, 586.817332
7.100000, 24.150000, 773.967827
7.100000, 24.400000, 1041.546715
7.100000, 24.650000, 1371.676756
7.100000, 24.900000, 1723.024461
7.200000, 0.850000, 1866.144191
7.200000, 1.100000, 1779.936267
7.200000, 1.350000, 1667.008648
7.200000, 1.600000, 1537.063093
7.200000, 1.850000, 1400.617601
7.200000, 2.100000, 1268.490246
7.200000, 2.350000, 1150.290945
7.200000, 2.600000, 1052.427200
7.200000, 2.850000, 976.908245
7.200000, 23.650000, 460.216319
7.200000, 23.900000, 559.661904
7.200000, 24.150000, 737.291445
7.200000, 24.400000, 1000.979247
7.200000, 24.650000, 1334.201060
7.200000, 24.900000, 1695.165907
7.300000, 0.850000, 1855.862021
7.300000, 1.100000, 1762.088757
7.300000, 1.350000, 1641.101597
7.300000, 1.600000, 1503.030823
7.300000, 1.850000, 1359.131779
7.300000, 2.100000, 1221.257827
7.300000, 2.350000, 1100.111345
7.300000, 2.600000, 1002.845303
7.300000, 2.850000, 931.497017
7.300000, 23.650000, 451.056035
7.300000, 23.900000, 537.166148
7.300000, 24.150000, 704.546516
7.300000, 24.400000, 963.854483
7.300000, 24.650000, 1299.967426
7.300000, 24.900000, 1670.581657
7.400000, 0.850000, 1844.870257
7.400000, 1.100000, 1741.057797
7.400000, 1.350000, 1610.088314
7.400000, 1.600000, 1462.920855
7.400000, 1.850000, 1311.689263
7.400000, 2.100000, 1169.119391
7.400000, 2.350000, 1046.604821
7.400000, 2.600000, 951.550613
7.400000, 2.850000, 885.599991
7.400000, 3.350000, 823.745865
7.400000, 3.850000, 817.417682
7.400000, 4.350000, 840.960877
7.400000, 4.850000, 860.802774
7.400000, 5.350000, 825.565605
7.400000, 5.850000, 735.843334
7.400000, 6.350000, 660.452697
7.400000, 6.850000, 648.769694
7.400000, 7.350000, 682.335156
7.400000, 7.850000, 728.793122
7.400000, 8.350000, 779.832369
7.400000, 8.850000, 820.688919
7.400000, 9.350000, 827.830315
7.400000, 9.850000, 811.808677
7.400000, 10.350000, 809.839111
7.400000, 10.850000, 832.844770
7.400000, 11.350000, 854.775718
7.400000, 11.850000, 847.332726
7.400000, 12.350000, 805.644973
7.400000, 12.850000, 747.420463
7.400000, 13.350000, 704.130909
7.400000, 13.850000, 712.669826
7.400000, 14.350000, 784.098973
7.400000, 14.850000, 867.830516
7.400000, 15.350000, 890.670162
7.400000, 15.850000, 848.839106
7.400000, 16.350000, 813.851633
7.400000, 16.850000, 833.397020
7.400000, 17.350000, 874.861789
7.400000, 17.850000, 887.698271
7.400000, 18.350000, 877.775631
7.400000, 18.850000, 877.992076
7.400000, 19.350000, 872.481885
7.400000, 19.850000, 810.763893
7.400000, 20.350000, 694.608603
7.400000, 20.850000, 586.663646
7.400000, 21.350000, 523.514056
7.400000, 21.850000, 488.385307
7.400000, 22.350000, 468.021032
7.400000, 22.850000, 453.283967
7.400000, 23.350000, 431.358083
7.400000, 23.650000, 447.978648
7.400000, 23.900000, 520.138823
7.400000, 24.150000, 676.629043
7.400000, 24.400000, 931.019087
7.400000, 24.650000, 1269.651076
7.400000, 24.900000, 1649.693389
7.500000, 0.850000, 1832.772558
7.500000, 1.100000, 1716.250176
7.500000, 1.350000, 1573.236520
7.500000, 1.600000, 1415.934767
7.500000, 1.850000, 1257.488182
7.500000, 2.100000, 1111.299837
7.500000, 2.350000, 989.010979
7.500000, 2.600000, 897.749684
7.500000, 2.850000, 838.326741
7.500000, 23.650000, 451.147162
7.500000, 23.900000, 508.998108
7.500000, 24.150000, 654.089029
7.500000, 24.400000, 903.010463
7.500000, 24.650000, 1243.644213
7.500000, 24.900000, 1632.656762
7.600000, 0.850000, 1818.962933
7.600000, 1.100000, 1686.929989
7.600000, 1.350000, 1529.719901
7.600000, 1.600000, 1361.195271
7.600000, 1.850000, 1195.623872
7.600000, 2.100000, 1046.864353
7.600000, 2.350000, 926.335441
7.600000, 2.600000, 840.343128
7.600000, 2.850000, 788.428456
7.600000, 23.650000, 460.200479
7.600000, 23.900000, 503.672790
7.600000, 24.150000, 637.026961
7.600000, 24.400000, 879.956075
7.600000, 24.650000, 1221.964644
7.600000, 24.900000, 1619.283817
7.700000, 0.850000, 1802.595612
7.700000, 1.100000, 1652.203588
7.700000, 1.350000, 1478.618991
7.700000, 1.600000, 1297.762373
7.700000, 1.850000, 1125.118830
7.700000, 2.100000, 974.760565
7.700000, 2.350000, 857.403004
7.700000, 2.600000, 777.989183
7.700000, 2.850000, 734.371708
7.700000, 23.650000, 474.202416
7.700000, 23.900000, 503.536193
7.700000, 24.150000, 625.019633
7.700000, 24.400000, 861.498674
7.700000, 24.650000, 1204.187098
7.700000, 24.900000, 1608.985159
7.800000, 0.850000, 1782.577023
7.800000, 1.100000, 1611.026169
7.800000, 1.350000, 1418.943966
7.800000, 1.600000, 1224.673083
7.800000, 1.850000, 1044.979364
7.800000, 2.100000, 893.891706
7.800000, 2.350000, 780.946575
7.800000, 2.600000, 709.207285
7.800000, 2.850000, 674.455163
7.800000, 23.650000, 491.636333
7.800000, 23.900000, 507.383542
7.800000, 24.150000, 617.086366
7.800000, 24.400000, 846.758272
7.800000, 24.650000, 1189.407343
7.800000, 24.900000, 1600.740947
7.900000, 0.850000, 1757.586039
7.900000, 1.100000, 1562.235435
7.900000, 1.350000, 1349.683812
7.900000, 1.600000, 1141.007885
7.900000, 1.850000, 954.280757
7.900000, 2.100000, 803.221148
7.900000, 2.350000, 695.730704
7.900000, 2.600000, 632.519025
7.900000, 2.850000, 606.965203
7.900000, 3.350000, 620.549275
7.900000, 3.850000, 653.515585
7.900000, 4.350000, 687.323400
7.900000, 4.850000, 718.299579
7.900000, 5.350000, 702.720237
7.900000, 5.850000, 621.501558
7.900000, 6.350000, 531.269248
7.900000, 6.850000, 491.870121
7.900000, 7.350000, 502.602737
7.900000, 7.850000, 544.744436
7.900000, 8.350000, 610.451472
7.900000, 8.850000, 663.190697
7.900000, 9.350000, 658.952155
7.900000, 9.850000, 624.093659
7.900000, 10.350000, 627.953145
7.900000, 10.850000, 678.401414
7.900000, 11.350000, 711.826002
7.900000, 11.850000, 677.202113
7.900000, 12.350000, 585.797139
7.900000, 12.850000, 487.177390
7.900000, 13.350000, 434.295900
7.900000, 13.850000, 471.490131
7.900000, 14.350000, 601.375927
7.900000, 14.850000, 745.283126
7.900000, 15.350000, 799.794087
7.900000, 15.850000, 754.573604
7.900000, 16.350000, 696.910687
7.900000, 16.850000, 689.753361
7.900000, 17.350000, 702.237777
7.900000, 17.850000, 680.802675
7.900000, 18.350000, 640.833931
7.900000, 18.850000, 638.679109
7.900000, 19.350000, 676.240020
7.900000, 19.850000, 698.220571
7.900000, 20.350000, 679.725202
7.900000, 20.850000, 649.503910
7.900000, 21.350000, 628.783484
7.900000, 21.850000, 620.501543
7.900000, 22.350000, 636.522290
7.900000, 22.850000, 643.411290
7.900000, 23.350000, 567.371580
7.900000, 23.650000, 510.451676
7.900000, 23.900000, 513.460174
7.900000, 24.150000, 611.703676
7.900000, 24.400000, 834.339062
7.900000, 24.650000, 1176.246932
7.900000, 24.900000, 1593.107740
8.000000, 0.850000, 1726.126218
8.000000, 1.100000, 1504.615156
8.000000, 1.350000, 1269.883387
8.000000, 1.600000, 1045.983960
8.000000, 1.850000, 852.279193
8.000000, 2.100000, 701.904708
8.000000, 2.350000, 600.704338
8.000000, 2.600000, 546.619406
8.000000, 2.850000, 530.361896
8.000000, 23.650000, 528.164300
8.000000, 23.900000, 519.543718
8.000000, 24.150000, 606.872370
8.000000, 24.400000, 822.385665
8.000000, 24.650000, 1162.902994
8.000000, 24.900000, 1584.265317
8.100000, 0.850000, 1686.610593
8.100000, 1.100000, 1436.988002
8.100000, 1.350000, 1178.746301
8.100000, 1.600000, 939.071325
8.100000, 1.850000, 738.544685
8.100000, 2.100000, 589.442971
8.100000, 2.350000, 495.173085
8.100000, 2.600000, 450.566954
8.100000, 2.850000, 443.482418
8.100000, 23.650000, 542.007298
8.100000, 23.900000, 523.078268
8.100000, 24.150000, 600.236159
8.100000, 24.400000, 808.688569
8.100000, 24.650000, 1147.243376
8.100000, 24.900000, 1572.103942
8.200000, 0.850000, 1637.475796
8.200000, 1.100000, 1358.333187
8.200000, 1.350000, 1075.757595
8.200000, 1.600000, 820.124074
8.200000, 1.850000, 613.105235
8.200000, 2.100000, 465.841862
8.200000, 2.350000, 378.977333
8.200000, 2.600000, 343.977391
8.200000, 2.850000, 345.745401
8.200000, 23.650000, 549.123841
8.200000, 23.900000, 521.353278
8.200000, 24.150000, 589.245681
8.200000, 24.400000, 790.833692
8.200000, 24.650000, 1126.942927
8.200000, 24.900000, 1554.348561
8.300000, 0.850000, 1577.318607
8.300000, 1.100000, 1267.920661
8.300000, 1.350000, 960.816482
8.300000, 1.600000, 689.515337
8.300000, 1.850000, 476.589022
8.300000, 2.100000, 331.766422
8.300000, 2.350000, 252.659509
8.300000, 2.600000, 227.202840
8.300000, 2.850000, 237.337306
8.300000, 23.650000, 546.788663
8.300000, 23.900000, 511.714912
8.300000, 24.150000, 571.356858
8.300000, 24.400000, 766.386207
8.300000, 24.650000, 1099.652286
8.300000, 24.900000, 1528.712465
8.400000, 0.850000, 1505.044559
8.400000, 1.100000, 1165.450357
8.400000, 1.350000, 834.366378
8.400000, 1.600000, 548.261809
8.400000, 1.850000, 330.349037
8.400000, 2.100000, 188.670808
8.400000, 2.350000, 117.602240
8.400000, 2.600000, 101.477368
8.400000, 2.850000, 119.361203
8.400000, 3.350000, 178.389947
8.400000, 3.850000, 203.506136
8.400000, 4.350000, 215.970759
8.400000, 4.850000, 247.765269
8.400000, 5.350000, 257.733364
8.400000, 5.850000, 203.466784
8.400000, 6.350000, 126.315845
8.400000, 6.850000, 93.900205
8.400000, 7.350000, 117.575679
8.400000, 7.850000, 179.511260
8.400000, 8.350000, 262.164293
8.400000, 8.850000, 312.250499
8.400000, 9.350000, 277.632623
8.400000, 9.850000, 204.786592
8.400000, 10.350000, 195.456078
8.400000, 10.850000, 261.363816
8.400000, 11.350000, 310.386037
8.400000, 11.850000, 272.266194
8.400000, 12.350000, 170.958863
8.400000, 12.850000, 72.687215
8.400000, 13.350000, 26.128242
8.400000, 13.850000, 67.741987
8.400000, 14.350000, 204.403234
8.400000, 14.850000, 360.016797
8.400000, 15.350000, 427.619151
8.400000, 15.850000, 399.129972
8.400000, 16.350000, 362.980386
8.400000, 16.850000, 369.084228
8.400000, 17.350000, 372.305221
8.400000, 17.850000, 322.183750
8.400000, 18.350000, 249.897014
8.400000, 18.850000, 226.568025
8.400000, 19.350000, 267.200709
8.400000, 19.850000, 329.672422
8.400000, 20.350000, 386.694416
8.400000, 20.850000, 436.778169
8.400000, 21.350000, 471.979081
8.400000, 21.850000, 508.338378
8.400000, 22.350000, 592.343337
8.400000, 22.850000, 677.158525
8.400000, 23.350000, 621.507062
8.400000, 23.650000, 532.640966
8.400000, 23.900000, 491.793457
8.400000, 24.150000, 544.248320
8.400000, 24.400000, 733.094716
8.400000, 24.650000, 1063.186724
8.400000, 24.900000, 1493.069464
8.500000, 0.850000, 1420.015670
8.500000, 1.100000, 1051.182665
8.500000, 1.350000, 697.507615
8.500000, 1.600000, 398.122377
8.500000, 1.850000, 176.553788
8.500000, 2.100000, 38.887209
8.500000, 2.350000, -23.880646
8.500000, 2.600000, -30.989567
8.500000, 2.850000, -6.070435
8.500000, 3.350000, 57.311992
8.500000, 3.850000, 78.054464
8.500000, 4.350000, 86.375983
8.500000, 4.850000, 119.438636
8.500000, 5.350000, 135.591747
8.500000, 5.850000, 88.278178
8.500000, 6.350000, 16.085206
8.500000, 6.850000, -12.171641
8.500000, 7.350000, 16.662749
8.500000, 7.850000, 84.110098
8.500000, 8.350000, 170.462038
8.500000, 8.850000, 220.265684
8.500000, 9.350000, 180.608624
8.500000, 9.850000, 100.404923
8.500000, 10.350000, 85.691138
8.500000, 10.850000, 149.705566
8.500000, 11.350000, 198.330581
8.500000, 11.850000, 160.976083
8.500000, 12.350000, 64.457434
8.500000, 12.850000, -25.594799
8.500000, 13.350000, -67.309674
8.500000, 13.850000, -28.809180
8.500000, 14.350000, 100.494345
8.500000, 14.850000, 250.963984
8.500000, 15.350000, 318.752189
8.500000, 15.850000, 295.945609
8.500000, 16.350000, 268.608166
8.500000, 16.850000, 281.655158
8.500000, 17.350000, 286.221629
8.500000, 17.850000, 232.733044
8.500000, 18.350000, 155.447198
8.500000, 18.850000, 127.382940
8.500000, 19.350000, 165.077461
8.500000, 19.850000, 229.024889
8.500000, 20.350000, 292.834879
8.500000, 20.850000, 351.378641
8.500000, 21.350000, 392.964312
8.500000, 21.850000, 436.493382
8.500000, 22.350000, 534.536330
8.500000, 22.850000, 638.234735
8.500000, 23.350000, 594.283499
8.500000, 23.650000, 504.909054
8.500000, 23.900000, 459.727649
8.500000, 24.150000, 506.039697
8.500000, 24.400000, 689.098878
8.500000, 24.650000, 1015.719712
8.500000, 24.900000, 1445.631021
8.600000, 0.850000, 1322.182984
8.600000, 1.100000, 926.045428
8.600000, 1.350000, 552.077867
8.600000, 1.600000, 241.655688
8.600000, 1.850000, 18.228646
8.600000, 2.100000, -114.341981
8.600000, 2.350000, -168.516064
8.600000, 2.600000, -166.987458
8.600000, 2.850000, -135.814111
8.600000, 3.350000, -69.584946
8.600000, 3.850000, -53.396397
8.600000, 4.350000, -48.351458
8.600000, 4.850000, -13.223608
8.600000, 5.350000, 9.476103
8.600000, 5.850000, -30.603746
8.600000, 6.350000, -97.459440
8.600000, 6.850000, -121.266295
8.600000, 7.350000, -87.249501
8.600000, 7.850000, -14.549133
8.600000, 8.350000, 75.216630
8.600000, 8.850000, 124.986861
8.600000, 9.350000, 81.264760
8.600000, 9.850000, -5.465341
8.600000, 10.350000, -26.049418
8.600000, 10.850000, 34.265374
8.600000, 11.350000, 80.759397
8.600000, 11.850000, 44.054859
8.600000, 12.350000, -45.822717
8.600000, 12.850000, -125.096402
8.600000, 13.350000, -160.698013
8.600000, 13.850000, -126.397783
8.600000, 14.350000, -7.036995
8.600000, 14.850000, 136.155397
8.600000, 15.350000, 203.643884
8.600000, 15.850000, 187.329576
8.600000, 16.350000, 169.874424
8.600000, 16.850000, 190.604033
8.600000, 17.350000, 197.004453
8.600000, 17.850000, 140.692191
8.600000, 18.350000, 59.089037
8.600000, 18.850000, 26.809108
8.600000, 19.350000, 61.278962
8.600000, 19.850000, 124.898397
8.600000, 20.350000, 192.102611
8.600000, 20.850000, 255.205156
8.600000, 21.350000, 300.214522
8.600000, 21.850000, 349.223553
8.600000, 22.350000, 460.182314
8.600000, 22.850000, 582.225577
8.600000, 23.350000, 551.050276
8.600000, 23.650000, 462.606380
8.600000, 23.900000, 414.365764
8.600000, 24.150000, 455.491326
8.600000, 24.400000, 633.122181
8.600000, 24.650000, 955.964461
8.600000, 24.900000, 1385.113386
8.700000, 0.850000, 1212.189613
8.700000, 1.100000, 791.703388
8.700000, 1.350000, 400.686700
8.700000, 1.600000, 82.223604
8.700000, 1.850000, -140.764663
8.700000, 2.100000, -266.900783
8.700000, 2.350000, -312.118134
8.700000, 2.600000, -302.357833
8.700000, 2.850000, -265.754907
8.700000, 3.350000, -198.145195
8.700000, 3.850000, -186.489860
8.700000, 4.350000, -183.681572
8.700000, 4.850000, -145.661772
8.700000, 5.350000, -116.146764
8.700000, 5.850000, -148.854383
8.700000, 6.350000, -210.171182
8.700000, 6.850000, -229.511768
8.700000, 7.350000, -190.682401
8.700000, 7.850000, -113.399634
8.700000, 8.350000, -20.788850
8.700000, 8.850000, 29.128097
8.700000, 9.350000, -17.531368
8.700000, 9.850000, -109.640158
8.700000, 10.350000, -136.237679
8.700000, 10.850000, -81.222946
8.700000, 11.350000, -38.620983
8.700000, 11.850000, -75.042280
8.700000, 12.350000, -156.811858
8.700000, 12.850000, -223.086399
8.700000, 13.350000, -251.383868
8.700000, 13.850000, -222.133939
8.700000, 14.350000, -114.911873
8.700000, 14.850000, 19.213772
8.700000, 15.350000, 86.109326
8.700000, 15.850000, 77.069816
8.700000, 16.350000, 70.295438
8.700000, 16.850000, 99.027951
8.700000, 17.350000, 107.359147
8.700000, 17.850000, 48.543421
8.700000, 18.350000, -36.666123
8.700000, 18.850000, -72.340439
8.700000, 19.350000, -40.929568
8.700000, 19.850000, 20.892032
8.700000, 20.350000, 88.096303
8.700000, 20.850000, 151.564366
8.700000, 21.350000, 196.658623
8.700000, 21.850000, 249.059994
8.700000, 22.350000, 371.249154
8.700000, 22.850000, 510.298077
8.700000, 23.350000, 492.142581
8.700000, 23.650000, 405.680017
8.700000, 23.900000, 355.424249
8.700000, 24.150000, 392.166497
8.700000, 24.400000, 564.631907
8.700000, 24.650000, 883.326802
8.700000, 24.900000, 1310.879770
8.800000, 0.850000, 1091.431579
8.800000, 1.100000, 650.578312
8.800000, 1.350000, 246.693744
8.800000, 1.600000, -76.068585
8.800000, 1.850000, -295.818326
8.800000, 2.100000, -413.911787
8.800000, 2.350000, -449.714878
8.800000, 2.600000, -432.130717
8.800000, 2.850000, -390.950823
8.800000, 3.350000, -323.414188
8.800000, 3.850000, -316.177355
8.800000, 4.350000, -314.525073
8.800000, 4.850000, -272.861613
8.800000, 5.350000, -236.413855
8.800000, 5.850000, -261.770351
8.800000, 6.350000, -317.512030
8.800000, 6.850000, -332.617869
8.800000, 7.350000, -289.716823
8.800000, 7.850000, -208.935121
8.800000, 8.350000, -114.367212
8.800000, 8.850000, -64.260626
8.800000, 9.350000, -112.651110
8.800000, 9.850000, -208.704830
8.800000, 10.350000, -241.059228
8.800000, 10.850000, -192.610522
8.800000, 11.350000, -155.561386
8.800000, 11.850000, -192.273466
8.800000, 12.350000, -264.916188
8.800000, 12.850000, -316.416339
8.800000, 13.350000, -336.350438
8.800000, 13.850000, -312.720524
8.800000, 14.350000, -219.352520
8.800000, 14.850000, -95.680935
8.800000, 15.350000, -29.485096
8.800000, 15.850000, -30.534084
8.800000, 16.350000, -26.137158
8.800000, 16.850000, 10.474250
8.800000, 17.350000, 20.420995
8.800000, 17.850000, -40.819512
8.800000, 18.350000, -128.916925
8.800000, 18.850000, -166.893999
8.800000, 19.350000, -137.944810
8.800000, 19.850000, -79.012579
8.800000, 20.350000, -15.061027
8.800000, 20.850000, 44.482370
8.800000, 21.350000, 86.109473
8.800000, 21.850000, 139.516253
8.800000, 22.350000, 270.746668
8.800000, 22.850000, 424.697537
8.800000, 23.350000, 418.957878
8.800000, 23.650000, 335.095821
8.800000, 23.900000, 283.587571
8.800000, 24.150000, 316.539876
8.800000, 24.400000, 483.950418
8.800000, 24.650000, 798.014539
8.800000, 24.900000, 1223.044040
8.900000, 0.850000, 962.066770
8.900000, 1.100000, 505.811805
8.900000, 1.350000, 94.124513
8.900000, 1.600000, -228.499080
8.900000, 1.850000, -441.740313
8.900000, 2.100000, -549.923955
8.900000, 2.350000, -575.753728
8.900000, 2.600000, -550.741774
8.900000, 2.850000, -505.857868
8.900000, 3.350000, -439.875468
8.900000, 3.850000, -436.965357
8.900000, 4.350000, -435.486471
8.900000, 4.850000, -389.607866
8.900000, 5.350000, -346.316077
8.900000, 5.850000, -364.515147
8.900000, 6.350000, -414.792575
8.900000, 6.850000, -426.103943
8.900000, 7.350000, -380.200518
8.900000, 7.850000, -297.392278
8.900000, 8.350000, -202.087853
8.900000, 8.850000, -151.941544
8.900000, 9.350000, -200.853255
8.900000, 9.850000, -299.176992
8.900000, 10.350000, -336.599862
8.900000, 10.850000, -295.540614
8.900000, 11.350000, -265.480931
8.900000, 11.850000, -303.202997
8.900000, 12.350000, -366.178577
8.900000, 12.850000, -401.653366
8.900000, 13.350000, -412.343805
8.900000, 13.850000, -394.598562
8.900000, 14.350000, -316.257882
8.900000, 14.850000, -203.994270
8.900000, 15.350000, -138.442387
8.900000, 15.850000, -130.897956
8.900000, 16.350000, -115.174401
8.900000, 16.850000, -71.252543
8.900000, 17.350000, -60.405624
8.900000, 17.850000, -124.227423
8.900000, 18.350000, -214.503596
8.900000, 18.850000, -253.470055
8.900000, 19.350000, -226.002765
8.900000, 19.850000, -170.652630
8.900000, 20.350000, -112.931208
8.900000, 20.850000, -61.495158
8.900000, 21.350000, -26.916033
8.900000, 21.850000, 24.934868
8.900000, 22.350000, 162.609142
8.900000, 22.850000, 328.678181
8.900000, 23.350000, 333.939339
8.900000, 23.650000, 252.849520
8.900000, 23.900000, 200.537547
8.900000, 24.150000, 230.039956
8.900000, 24.400000, 392.305691
8.900000, 24.650000, 701.091718
8.900000, 24.900000, 1122.525274
9.000000, 0.850000, 826.966571
9.000000, 1.100000, 361.167741
9.000000, 1.350000, -52.476490
9.000000, 1.600000, -369.921216
9.000000, 1.850000, -572.982949
9.000000, 2.100000, -669.168962
9.000000, 2.350000, -684.376937
9.000000, 2.600000, -652.319677
9.000000, 2.850000, -604.624296
9.000000, 3.350000, -541.749538
9.000000, 3.850000, -543.212156
9.000000, 4.350000, -541.154221
9.000000, 4.850000, -490.764826
9.000000, 5.350000, -440.969357
9.000000, 5.850000, -452.383976
9.000000, 6.350000, -497.432665
9.000000, 6.850000, -505.551365
9.000000, 7.350000, -457.983306
9.000000, 7.850000, -374.961423
9.000000, 8.350000, -280.462589
9.000000, 8.850000, -230.656912
9.000000, 9.350000, -278.946875
9.000000, 9.850000, -377.682121
9.000000, 10.350000, -419.048745
9.000000, 10.850000, -385.681059
9.000000, 11.350000, -363.712787
9.000000, 11.850000, -403.234420
9.000000, 12.350000, -456.478904
9.000000, 12.850000, -475.248758
9.000000, 13.350000, -476.033069
9.000000, 13.850000, -464.127455
9.000000, 14.350000, -401.417080
9.000000, 14.850000, -301.078595
9.000000, 15.350000, -235.991401
9.000000, 15.850000, -219.411660
9.000000, 16.350000, -192.556758
9.000000, 16.850000, -142.312262
9.000000, 17.350000, -131.638138
9.000000, 17.850000, -198.403846
9.000000, 18.350000, -290.171410
9.000000, 18.850000, -328.654654
9.000000, 19.350000, -301.380450
9.000000, 19.850000, -249.909621
9.000000, 20.350000, -201.001440
9.000000, 20.850000, -161.546532
9.000000, 21.350000, -137.432544
9.000000, 21.850000, -89.730395
9.000000, 22.350000, 51.506990
9.000000, 22.850000, 226.357293
9.000000, 23.350000, 240.479848
9.000000, 23.650000, 161.899169
9.000000, 23.900000, 108.906359
9.000000, 24.150000, 135.018877
9.000000, 24.400000, 291.814060
9.000000, 24.650000, 594.470765
9.000000, 24.900000, 1011.046435
9.100000, 0.850000, 689.609745
9.100000, 1.100000, 220.876847
9.100000, 1.350000, -188.249641
9.100000, 1.600000, -495.010937
9.100000, 1.850000, -683.926368
9.100000, 2.100000, -765.871786
9.100000, 2.350000, -769.750654
9.100000, 2.600000, -731.026099
9.100000, 2.850000, -681.435323
9.100000, 3.350000, -623.334938
9.100000, 3.850000, -629.454596
9.100000, 4.350000, -626.408582
9.100000, 4.850000, -571.565370
9.100000, 5.350000, -515.888879
9.100000, 5.850000, -521.070244
9.100000, 6.350000, -561.225582
9.100000, 6.850000, -566.863402
9.100000, 7.350000, -519.163662
9.100000, 7.850000, -438.010648
9.100000, 8.350000, -346.143931
9.100000, 8.850000, -297.305459
9.100000, 9.350000, -343.958206
9.100000, 9.850000, -441.130502
9.100000, 10.350000, -484.904860
9.100000, 10.850000, -458.966564
9.100000, 11.350000, -445.768363
9.100000, 11.850000, -487.868553
9.100000, 12.350000, -531.761333
9.100000, 12.850000, -533.731940
9.100000, 13.350000, -524.194211
9.100000, 13.850000, -517.788807
9.100000, 14.350000, -470.746803
9.100000, 14.850000, -382.436745
9.100000, 15.350000, -317.561417
9.100000, 15.850000, -291.711170
9.100000, 16.350000, -254.272219
9.100000, 16.850000, -199.063511
9.100000, 17.350000, -189.923523
9.100000, 17.850000, -260.153604
9.100000, 18.350000, -352.754786
9.100000, 18.850000, -389.195208
9.100000, 19.350000, -360.608200
9.100000, 19.850000, -312.943810
9.100000, 20.350000, -274.940058
9.100000, 20.850000, -250.845130
9.100000, 21.350000, -240.262204
9.100000, 21.850000, -199.183088
9.100000, 22.350000, -57.401424
9.100000, 22.850000, 122.500626
9.100000, 23.350000, 142.750840
9.100000, 23.650000, 66.021224
9.100000, 23.900000, 12.154100
9.100000, 24.150000, 34.649346
9.100000, 24.400000, 185.394009
9.100000, 24.650000, 480.840761
9.100000, 24.900000, 891.075121
9.200000, 0.850000, 553.923499
9.200000, 1.100000, 89.431619
9.200000, 1.350000, -308.269406
9.200000, 1.600000, -598.555101
9.200000, 1.850000, -769.198841
9.200000, 2.100000, -834.595076
9.200000, 2.350000, -826.425318
9.200000, 2.600000, -781.424672
9.200000, 2.850000, -730.884066
9.200000, 3.350000, -679.367240
9.200000, 3.850000, -690.741637
9.200000, 4.350000, -686.725639
9.200000, 4.850000, -627.888531
9.200000, 5.350000, -567.247833
9.200000, 5.850000, -566.915631
9.200000, 6.350000, -602.587452
9.200000, 6.850000, -606.514081
9.200000, 7.350000, -560.328919
9.200000, 7.850000, -483.307271
9.200000, 8.350000, -396.121845
9.200000, 8.850000, -349.115596
9.200000, 9.350000, -393.290714
9.200000, 9.850000, -486.884130
9.200000, 10.350000, -531.172968
9.200000, 10.850000, -511.834218
9.200000, 11.350000, -507.601558
9.200000, 11.850000, -552.968533
9.200000, 12.350000, -588.272920
9.200000, 12.850000, -573.916787
9.200000, 13.350000, -553.905120
9.200000, 13.850000, -552.399703
9.200000, 14.350000, -520.535988
9.200000, 14.850000, -443.989298
9.200000, 15.350000, -379.055166
9.200000, 15.850000, -343.944514
9.200000, 16.350000, -296.807015
9.200000, 16.850000, -238.293825
9.200000, 17.350000, -232.247628
9.200000, 17.850000, -306.557930
9.200000, 18.350000, -399.368523
9.200000, 18.850000, -432.196633
9.200000, 19.350000, -400.677455
9.200000, 19.850000, -356.421176
9.200000, 20.350000, -330.849779
9.200000, 20.850000, -324.839291
9.200000, 21.350000, -330.332153
9.200000, 21.850000, -298.085387
9.200000, 22.350000, -158.761474
9.200000, 22.850000, 22.253021
9.200000, 23.350000, 45.466938
9.200000, 23.650000, -30.400629
9.200000, 23.900000, -85.621549
9.200000, 24.150000, -67.245171
9.200000, 24.400000, 76.615967
9.200000, 24.650000, 363.535721
9.300000, 0.850000, 424.081650
9.300000, 1.100000, -28.655077
9.300000, 1.350000, -407.822124
9.300000, 1.600000, -675.760621
9.300000, 1.850000, -824.011178
9.300000, 2.100000, -870.592215
9.300000, 2.350000, -849.700673
9.300000, 2.600000, -798.851331
9.300000, 2.850000, -748.340782
9.300000, 3.350000, -705.369131
9.300000, 3.850000, -722.950194
9.300000, 4.350000, -718.455591
9.300000, 4.850000, -656.506061
9.300000, 5.350000, -592.102790
9.300000, 5.850000, -587.126499
9.300000, 6.350000, -618.774423
9.300000, 6.850000, -621.768128
9.300000, 7.350000, -578.771507
9.300000, 7.850000, -508.220415
