X'[mm], Z'[mm], Smoothed_Strain[um/m]
3.600000, 24.150000, 1111.265434
3.600000, 24.400000, 1424.956431
3.600000, 24.650000, 1777.913940
3.600000, 24.900000, 2124.215578
3.700000, 0.850000, 2093.619509
3.700000, 1.100000, 1921.821591
3.700000, 1.350000, 1739.357969
3.700000, 1.600000, 1577.854823
3.700000, 1.850000, 1458.471677
3.700000, 2.100000, 1387.450156
3.700000, 2.350000, 1356.779696
3.700000, 2.600000, 1349.435843
3.700000, 2.850000, 1346.935035
3.700000, 23.650000, 698.885671
3.700000, 23.900000, 884.062438
3.700000, 24.150000, 1136.826345
3.700000, 24.400000, 1452.071465
3.700000, 24.650000, 1802.434615
3.700000, 24.900000, 2141.752037
3.800000, 0.850000, 2101.565251
3.800000, 1.100000, 1931.273900
3.800000, 1.350000, 1747.915012
3.800000, 1.600000, 1583.755944
3.800000, 1.850000, 1461.356069
3.800000, 2.100000, 1388.673118
3.800000, 2.350000, 1359.122227
3.800000, 2.600000, 1356.272007
3.800000, 2.850000, 1361.131281
3.800000, 23.650000, 713.468253
3.800000, 23.900000, 902.931103
3.800000, 24.150000, 1159.636434
3.800000, 24.400000, 1476.440503
3.800000, 24.650000, 1824.471277
3.800000, 24.900000, 2157.250910
3.900000, 0.850000, 2107.957461
3.900000, 1.100000, 1940.146688
3.900000, 1.350000, 1756.659381
3.900000, 1.600000, 1590.211267
3.900000, 1.850000, 1464.647631
3.900000, 2.100000, 1389.638104
3.900000, 2.350000, 1360.128037
3.900000, 2.600000, 1360.460085
3.900000, 2.850000, 1371.342305
3.900000, 3.350000, 1368.542364
3.900000, 3.850000, 1313.457573
3.900000, 4.350000, 1232.070275
3.900000, 4.850000, 1123.098722
3.900000, 5.350000, 982.953382
3.900000, 5.850000, 875.960379
3.900000, 6.350000, 885.721980
3.900000, 6.850000, 1000.099819
3.900000, 7.350000, 1106.013284
3.900000, 7.850000, 1119.318594
3.900000, 8.350000, 1089.981785
3.900000, 8.850000, 1133.310503
3.900000, 9.350000, 1262.528431
3.900000, 9.850000, 1363.819935
3.900000, 10.350000, 1355.788204
3.900000, 10.850000, 1284.653929
3.900000, 11.350000, 1230.610994
3.900000, 11.850000, 1208.294577
3.900000, 12.350000, 1191.635105
3.900000, 12.850000, 1164.080468
3.900000, 13.350000, 1121.617235
3.900000, 13.850000, 1072.853472
3.900000, 14.350000, 1040.712526
3.900000, 14.850000, 1039.570568
3.900000, 15.350000, 1055.489646
3.900000, 15.850000, 1056.156130
3.900000, 16.350000, 1024.044169
3.900000, 16.850000, 991.809631
3.900000, 17.350000, 1020.016874
3.900000, 17.850000, 1100.179608
3.900000, 18.350000, 1119.853066
3.900000, 18.850000, 993.390573
3.900000, 19.350000, 794.667318
3.900000, 19.850000, 676.571290
3.900000, 20.350000, 671.403526
3.900000, 20.850000, 658.311317
3.900000, 21.350000, 546.296404
3.900000, 21.850000, 404.268305
3.900000, 22.350000, 354.969011
3.900000, 22.850000, 419.617954
3.900000, 23.350000, 569.957500
3.900000, 23.650000, 726.237270
3.900000, 23.900000, 919.579272
3.900000, 24.150000, 1180.045268
3.900000, 24.400000, 1498.513575
3.900000, 24.650000, 1844.595597
3.900000, 24.900000, 2171.427137
4.000000, 0.850000, 2112.861554
4.000000, 1.100000, 1948.522693
4.000000, 1.350000, 1765.776012
4.000000, 1.600000, 1597.576764
4.000000, 1.850000, 1468.897338
4.000000, 2.100000, 1391.052663
4.000000, 2.350000, 1360.562820
4.000000, 2.600000, 1362.689566
4.000000, 2.850000, 1378.050246
4.000000, 23.650000, 737.351151
4.000000, 23.900000, 934.255917
4.000000, 24.150000, 1198.360957
4.000000, 24.400000, 1518.654063
4.000000, 24.650000, 1863.244674
4.000000, 24.900000, 2184.815897
4.100000, 0.850000, 2116.348839
4.100000, 1.100000, 1956.420265
4.100000, 1.350000, 1775.326111
4.100000, 1.600000, 1606.049197
4.100000, 1.850000, 1474.493919
4.100000, 2.100000, 1393.493435
4.100000, 2.350000, 1361.121945
4.100000, 2.600000, 1363.658837
4.100000, 2.850000, 1381.830772
4.100000, 23.650000, 746.969488
4.100000, 23.900000, 947.173638
4.100000, 24.150000, 1214.815625
4.100000, 24.400000, 1537.106143
4.100000, 24.650000, 1880.691311
4.100000, 24.900000, 2197.745867
4.200000, 0.850000, 2118.482667
4.200000, 1.100000, 1963.788132
4.200000, 1.350000, 1785.246239
4.200000, 1.600000, 1615.664130
4.200000, 1.850000, 1481.656139
4.200000, 2.100000, 1397.390500
4.200000, 2.350000, 1362.407975
4.200000, 2.600000, 1364.049902
4.200000, 2.850000, 1383.330435
4.200000, 23.650000, 755.229718
4.200000, 23.900000, 958.486521
4.200000, 24.150000, 1229.546293
4.200000, 24.400000, 1553.979745
4.200000, 24.650000, 1897.033165
4.200000, 24.900000, 2210.331968
4.300000, 0.850000, 2119.309046
4.300000, 1.100000, 1970.507894
4.300000, 1.350000, 1795.357743
4.300000, 1.600000, 1626.305588
4.300000, 1.850000, 1490.436280
4.300000, 2.100000, 1403.020565
4.300000, 2.350000, 1364.913013
4.300000, 2.600000, 1364.502820
4.300000, 2.850000, 1383.238315
4.300000, 23.650000, 762.233970
4.300000, 23.900000, 968.281374
4.300000, 24.150000, 1242.591547
4.300000, 24.400000, 1569.252999
4.300000, 24.650000, 1912.200460
4.300000, 24.900000, 2222.487094
4.400000, 0.850000, 2118.852642
4.400000, 1.100000, 1976.404246
4.400000, 1.350000, 1805.385831
4.400000, 1.600000, 1637.726382
4.400000, 1.850000, 1500.733930
4.400000, 2.100000, 1410.508558
4.400000, 2.350000, 1369.006023
4.400000, 2.600000, 1365.590552
4.400000, 2.850000, 1382.252921
4.400000, 3.350000, 1405.998588
4.400000, 3.850000, 1361.703220
4.400000, 4.350000, 1261.469100
4.400000, 4.850000, 1139.789777
4.400000, 5.350000, 1030.657398
4.400000, 5.850000, 983.264237
4.400000, 6.350000, 1024.952414
4.400000, 6.850000, 1109.917484
4.400000, 7.350000, 1149.664122
4.400000, 7.850000, 1111.524695
4.400000, 8.350000, 1072.913686
4.400000, 8.850000, 1136.871348
4.400000, 9.350000, 1281.814457
4.400000, 9.850000, 1364.568323
4.400000, 10.350000, 1305.681641
4.400000, 10.850000, 1186.554263
4.400000, 11.350000, 1123.885972
4.400000, 11.850000, 1137.129844
4.400000, 12.350000, 1177.256033
4.400000, 12.850000, 1205.861343
4.400000, 13.350000, 1207.814293
4.400000, 13.850000, 1176.173908
4.400000, 14.350000, 1116.814465
4.400000, 14.850000, 1058.716155
4.400000, 15.350000, 1043.326256
4.400000, 15.850000, 1080.753783
4.400000, 16.350000, 1121.102554
4.400000, 16.850000, 1112.223441
4.400000, 17.350000, 1077.756509
4.400000, 17.850000, 1072.080056
4.400000, 18.350000, 1068.975653
4.400000, 18.850000, 985.180889
4.400000, 19.350000, 819.213154
4.400000, 19.850000, 671.766657
4.400000, 20.350000, 602.937806
4.400000, 20.850000, 557.250465
4.400000, 21.350000, 475.488368
4.400000, 21.850000, 398.984948
4.400000, 22.350000, 395.410316
4.400000, 22.850000, 462.098014
4.400000, 23.350000, 603.624548
4.400000, 23.650000, 768.045825
4.400000, 23.900000, 976.581421
4.400000, 24.150000, 1253.902528
4.400000, 24.400000, 1582.790300
4.400000, 24.650000, 1925.980145
4.400000, 24.900000, 2233.950638
4.500000, 0.850000, 2117.118222
4.500000, 1.100000, 1981.261988
4.500000, 1.350000, 1814.986662
4.500000, 1.600000, 1649.577167
4.500000, 1.850000, 1512.318433
4.500000, 2.100000, 1419.836630
4.500000, 2.350000, 1374.925044
4.500000, 2.600000, 1367.794984
4.500000, 2.850000, 1381.045826
4.500000, 23.650000, 772.695442
4.500000, 23.900000, 983.360075
4.500000, 24.150000, 1263.365212
4.500000, 24.400000, 1594.372577
4.500000, 24.650000, 1938.052901
4.500000, 24.900000, 2244.330239
4.600000, 0.850000, 2114.096949
4.600000, 1.100000, 1984.848181
4.600000, 1.350000, 1823.780047
4.600000, 1.600000, 1661.441677
4.600000, 1.850000, 1524.857785
4.600000, 2.100000, 1430.859236
4.600000, 2.350000, 1382.774075
4.600000, 2.600000, 1371.485102
4.600000, 2.850000, 1380.223938
4.600000, 23.650000, 776.190473
4.600000, 23.900000, 988.561340
4.600000, 24.150000, 1270.829910
4.600000, 24.400000, 1603.735271
4.600000, 24.650000, 1948.038365
4.600000, 24.900000, 2253.152179
4.700000, 0.850000, 2109.776345
4.700000, 1.100000, 1986.937225
4.700000, 1.350000, 1831.384914
4.700000, 1.600000, 1672.875122
4.700000, 1.850000, 1537.951452
4.700000, 2.100000, 1443.322747
4.700000, 2.350000, 1392.524430
4.700000, 2.600000, 1376.898450
4.700000, 2.850000, 1380.292755
4.700000, 23.650000, 778.529714
4.700000, 23.900000, 992.122858
4.700000, 24.150000, 1276.143327
4.700000, 24.400000, 1610.608958
4.700000, 24.650000, 1955.543309
4.700000, 24.900000, 2259.915253
4.800000, 0.850000, 2104.152354
4.800000, 1.100000, 1987.336404
4.800000, 1.350000, 1837.454469
4.800000, 1.600000, 1683.442630
4.800000, 1.850000, 1551.164495
4.800000, 2.100000, 1456.888007
4.800000, 2.350000, 1404.020313
4.800000, 2.600000, 1384.127121
4.800000, 2.850000, 1381.623172
4.800000, 23.650000, 779.716304
4.800000, 23.900000, 993.997563
4.800000, 24.150000, 1279.178510
4.800000, 24.400000, 1614.757561
4.800000, 24.650000, 1960.207572
4.800000, 24.900000, 2264.142936
4.900000, 0.850000, 2097.241763
4.900000, 1.100000, 1985.909377
4.900000, 1.350000, 1841.708071
4.900000, 1.600000, 1692.754713
4.900000, 1.850000, 1564.060475
4.900000, 2.100000, 1471.154280
4.900000, 2.350000, 1416.988385
4.900000, 2.600000, 1393.109484
4.900000, 2.850000, 1384.424435
4.900000, 3.350000, 1355.840732
4.900000, 3.850000, 1278.203445
4.900000, 4.350000, 1184.912509
4.900000, 4.850000, 1117.955645
4.900000, 5.350000, 1089.491683
4.900000, 5.850000, 1099.438826
4.900000, 6.350000, 1135.354607
4.900000, 6.850000, 1160.823919
4.900000, 7.350000, 1136.569168
4.900000, 7.850000, 1065.656661
4.900000, 8.350000, 1015.779092
4.900000, 8.850000, 1060.516671
4.900000, 9.350000, 1170.042799
4.900000, 9.850000, 1217.949244
4.900000, 10.350000, 1142.865346
4.900000, 10.850000, 1032.560524
4.900000, 11.350000, 1001.641569
4.900000, 11.850000, 1062.250031
4.900000, 12.350000, 1155.092839
4.900000, 12.850000, 1234.235317
4.900000, 13.350000, 1278.457681
4.900000, 13.850000, 1266.234659
4.900000, 14.350000, 1185.237725
4.900000, 14.850000, 1072.011721
4.900000, 15.350000, 1017.780567
4.900000, 15.850000, 1083.443502
4.900000, 16.350000, 1200.374167
4.900000, 16.850000, 1228.478953
4.900000, 17.350000, 1137.122058
4.900000, 17.850000, 1038.409300
4.900000, 18.350000, 1007.295236
4.900000, 18.850000, 974.923335
4.900000, 19.350000, 855.830480
4.900000, 19.850000, 682.197041
4.900000, 20.350000, 539.879392
4.900000, 20.850000, 449.368230
4.900000, 21.350000, 388.255305
4.900000, 21.850000, 368.348702
4.900000, 22.350000, 406.458008
4.900000, 22.850000, 480.122517
4.900000, 23.350000, 614.319446
4.900000, 23.650000, 779.767662
4.900000, 23.900000, 994.170395
4.900000, 24.150000, 1279.858587
4.900000, 24.400000, 1616.009626
4.900000, 24.650000, 1961.742968
4.900000, 24.900000, 2265.429023
5.000000, 0.850000, 2089.093226
5.000000, 1.100000, 1982.595268
5.000000, 1.350000, 1843.957132
5.000000, 1.600000, 1700.497074
5.000000, 1.850000, 1576.230868
5.000000, 2.100000, 1485.683148
5.000000, 2.350000, 1431.051031
5.000000, 2.600000, 1403.628692
5.000000, 2.850000, 1388.725601
5.000000, 23.650000, 778.720066
5.000000, 23.900000, 992.667392
5.000000, 24.150000, 1278.171132
5.000000, 24.400000, 1614.279140
5.000000, 24.650000, 1959.961385
5.000000, 24.900000, 2263.472821
5.100000, 0.850000, 2079.795325
5.100000, 1.100000, 1977.421425
5.100000, 1.350000, 1844.122846
5.100000, 1.600000, 1706.452553
5.100000, 1.850000, 1587.319081
5.100000, 2.100000, 1500.021056
5.100000, 2.350000, 1445.742932
5.100000, 2.600000, 1415.318670
5.100000, 2.850000, 1394.367417
5.100000, 23.650000, 776.626768
5.100000, 23.900000, 989.555685
5.100000, 24.150000, 1274.171329
5.100000, 24.400000, 1609.573729
5.100000, 24.650000, 1954.789596
5.100000, 24.900000, 2258.101165
5.200000, 0.850000, 2069.480400
5.200000, 1.100000, 1970.508414
5.200000, 1.350000, 1842.244229
5.200000, 1.600000, 1710.513660
5.200000, 1.850000, 1597.037637
5.200000, 2.100000, 1513.719392
5.200000, 2.350000, 1460.530369
5.200000, 2.600000, 1427.677841
5.200000, 2.850000, 1401.005787
5.200000, 23.650000, 773.549622
5.200000, 23.900000, 984.934243
5.200000, 24.150000, 1267.973625
5.200000, 24.400000, 1601.989623
5.200000, 24.650000, 1946.269836
5.200000, 24.900000, 2249.275954
5.300000, 0.850000, 2058.323369
5.300000, 1.100000, 1962.066537
5.300000, 1.350000, 1838.475720
5.300000, 1.600000, 1712.684864
5.300000, 1.850000, 1605.177602
5.300000, 2.100000, 1526.351193
5.300000, 2.350000, 1474.832583
5.300000, 2.600000, 1440.090290
5.300000, 2.850000, 1408.127230
5.300000, 23.650000, 769.545369
5.300000, 23.900000, 978.916620
5.300000, 24.150000, 1259.733026
5.300000, 24.400000, 1591.694380
5.300000, 24.650000, 1934.546782
5.300000, 24.900000, 2237.087442
5.400000, 0.850000, 2046.535271
5.400000, 1.100000, 1952.383852
5.400000, 1.350000, 1833.074425
5.400000, 1.600000, 1713.074612
5.400000, 1.850000, 1611.609974
5.400000, 2.100000, 1537.523855
5.400000, 2.350000, 1488.044302
5.400000, 2.600000, 1451.853550
5.400000, 2.850000, 1415.075807
5.400000, 3.350000, 1307.041966
5.400000, 3.850000, 1174.085271
5.400000, 4.350000, 1090.604254
5.400000, 4.850000, 1083.262107
5.400000, 5.350000, 1113.973315
5.400000, 5.850000, 1142.392619
5.400000, 6.350000, 1154.470054
5.400000, 6.850000, 1146.679248
5.400000, 7.350000, 1114.211114
5.400000, 7.850000, 1059.699520
5.400000, 8.350000, 1013.396801
5.400000, 8.850000, 1018.136130
5.400000, 9.350000, 1062.834213
5.400000, 9.850000, 1073.603595
5.400000, 10.350000, 1018.041938
5.400000, 10.850000, 963.735134
5.400000, 11.350000, 985.040499
5.400000, 11.850000, 1070.392369
5.400000, 12.350000, 1162.243745
5.400000, 12.850000, 1231.297057
5.400000, 13.350000, 1271.939800
5.400000, 13.850000, 1263.740308
5.400000, 14.350000, 1181.357186
5.400000, 14.850000, 1053.042626
5.400000, 15.350000, 986.632697
5.400000, 15.850000, 1074.156855
5.400000, 16.350000, 1247.888177
5.400000, 16.850000, 1318.124914
5.400000, 17.350000, 1208.308510
5.400000, 17.850000, 1054.764416
5.400000, 18.350000, 1001.604219
5.400000, 18.850000, 1002.740170
5.400000, 19.350000, 921.932850
5.400000, 19.850000, 740.213910
5.400000, 20.350000, 557.612498
5.400000, 20.850000, 445.410088
5.400000, 21.350000, 397.113881
5.400000, 21.850000, 394.369395
5.400000, 22.350000, 429.422367
5.400000, 22.850000, 487.643998
5.400000, 23.350000, 607.431637
5.400000, 23.650000, 764.648661
5.400000, 23.900000, 971.608122
5.400000, 24.150000, 1249.618662
5.400000, 24.400000, 1578.899864
5.400000, 24.650000, 1919.843133
5.400000, 24.900000, 2221.735000
5.500000, 0.850000, 2034.351891
5.500000, 1.100000, 1941.806498
5.500000, 1.350000, 1826.377955
5.500000, 1.600000, 1711.877860
5.500000, 1.850000, 1616.279321
5.500000, 2.100000, 1546.887528
5.500000, 2.350000, 1499.558555
5.500000, 2.600000, 1462.211710
5.500000, 2.850000, 1421.090144
5.500000, 23.650000, 758.854674
5.500000, 23.900000, 963.080810
5.500000, 24.150000, 1237.783279
5.500000, 24.400000, 1563.829173
5.500000, 24.650000, 1902.427226
5.500000, 24.900000, 2203.498345
5.600000, 0.850000, 2022.018414
5.600000, 1.100000, 1930.712853
5.600000, 1.350000, 1818.774657
5.600000, 1.600000, 1709.350704
5.600000, 1.850000, 1619.190650
5.600000, 2.100000, 1554.139236
5.600000, 2.350000, 1508.788829
5.600000, 2.600000, 1470.392148
5.600000, 2.850000, 1425.348442
5.600000, 23.650000, 752.104570
5.600000, 23.900000, 953.350282
5.600000, 24.150000, 1224.333080
5.600000, 24.400000, 1546.682055
5.600000, 24.650000, 1882.577067
5.600000, 24.900000, 2182.703174
5.700000, 0.850000, 2009.771591
5.700000, 1.100000, 1919.483713
5.700000, 1.350000, 1810.668696
5.700000, 1.600000, 1705.779360
5.700000, 1.850000, 1620.391011
5.700000, 2.100000, 1559.023157
5.700000, 2.350000, 1515.189790
5.700000, 2.600000, 1475.643980
5.700000, 2.850000, 1427.018764
5.700000, 23.650000, 744.277031
5.700000, 23.900000, 942.358297
5.700000, 24.150000, 1209.302509
5.700000, 24.400000, 1527.603685
5.700000, 24.650000, 1860.545585
5.700000, 24.900000, 2159.685732
5.800000, 0.850000, 1997.821341
5.800000, 1.100000, 1908.471186
5.800000, 1.350000, 1802.443055
5.800000, 1.600000, 1701.446338
5.800000, 1.850000, 1619.947877
5.800000, 2.100000, 1561.327838
5.800000, 2.350000, 1518.275876
5.800000, 2.600000, 1477.276191
5.800000, 2.850000, 1425.311490
5.800000, 23.650000, 735.188715
5.800000, 23.900000, 929.964921
5.800000, 24.150000, 1192.638300
5.800000, 24.400000, 1506.661463
5.800000, 24.650000, 1836.531878
5.800000, 24.900000, 2134.760847
5.900000, 0.850000, 1986.333948
5.900000, 1.100000, 1897.969229
5.900000, 1.350000, 1794.423742
5.900000, 1.600000, 1696.596887
5.900000, 1.850000, 1617.926611
5.900000, 2.100000, 1560.881383
5.900000, 2.350000, 1517.637286
5.900000, 2.600000, 1474.693421
5.900000, 2.850000, 1419.530637
5.900000, 3.350000, 1259.467119
5.900000, 3.850000, 1092.879414
5.900000, 4.350000, 1012.936435
5.900000, 4.850000, 1022.039866
5.900000, 5.350000, 1049.508324
5.900000, 5.850000, 1053.837644
5.900000, 6.350000, 1049.638172
5.900000, 6.850000, 1058.731773
5.900000, 7.350000, 1074.500269
5.900000, 7.850000, 1071.991384
5.900000, 8.350000, 1044.624976
5.900000, 8.850000, 1017.031109
5.900000, 9.350000, 1004.247395
5.900000, 9.850000, 986.951977
5.900000, 10.350000, 959.746178
5.900000, 10.850000, 962.430748
5.900000, 11.350000, 1021.511922
5.900000, 11.850000, 1101.843165
5.900000, 12.350000, 1153.961298
5.900000, 12.850000, 1172.029159
5.900000, 13.350000, 1174.816406
5.900000, 13.850000, 1158.734848
5.900000, 14.350000, 1099.550145
5.900000, 14.850000, 1005.494957
5.900000, 15.350000, 956.605326
5.900000, 15.850000, 1039.863527
5.900000, 16.350000, 1213.144846
5.900000, 16.850000, 1307.657765
5.900000, 17.350000, 1232.680280
5.900000, 17.850000, 1097.705507
5.900000, 18.350000, 1046.654780
5.900000, 18.850000, 1053.040279
5.900000, 19.350000, 983.214845
5.900000, 19.850000, 802.656521
5.900000, 20.350000, 611.535581
5.900000, 20.850000, 499.443053
5.900000, 21.350000, 458.280064
5.900000, 21.850000, 443.754506
5.900000, 22.350000, 444.275338
5.900000, 22.850000, 473.461383
5.900000, 23.350000, 579.032649
5.900000, 23.650000, 724.605613
5.900000, 23.900000, 915.952997
5.900000, 24.150000, 1174.196230
5.900000, 24.400000, 1483.833746
5.900000, 24.650000, 1810.662556
5.900000, 24.900000, 2108.197564
6.000000, 0.850000, 1975.418978
6.000000, 1.100000, 1888.188766
6.000000, 1.350000, 1786.848514
6.000000, 1.600000, 1691.408884
6.000000, 1.850000, 1614.369398
6.000000, 2.100000, 1557.545777
6.000000, 2.350000, 1512.953004
6.000000, 2.600000, 1467.427481
6.000000, 2.850000, 1409.120692
6.000000, 23.650000, 712.266108
6.000000, 23.900000, 900.046461
6.000000, 24.150000, 1153.752748
6.000000, 24.400000, 1459.013182
6.000000, 24.650000, 1782.986244
6.000000, 24.900000, 2080.205583
6.100000, 0.850000, 1965.121789
6.100000, 1.100000, 1879.239914
6.100000, 1.350000, 1779.843027
6.100000, 1.600000, 1685.968945
6.100000, 1.850000, 1609.277850
6.100000, 2.100000, 1551.211440
6.100000, 2.350000, 1504.000529
6.100000, 2.600000, 1455.162777
6.100000, 2.850000, 1393.705749
6.100000, 23.650000, 697.915105
6.100000, 23.900000, 881.942398
6.100000, 24.150000, 1131.031933
6.100000, 24.400000, 1432.025691
6.100000, 24.650000, 1753.482743
6.100000, 24.900000, 2050.934388
6.200000, 0.850000, 1955.422908
6.200000, 1.100000, 1871.123197
6.200000, 1.350000, 1773.406603
6.200000, 1.600000, 1680.256907
6.200000, 1.850000, 1602.600913
6.200000, 2.100000, 1541.792777
6.200000, 2.350000, 1490.661942
6.200000, 2.600000, 1437.753940
6.200000, 2.850000, 1373.117980
6.200000, 23.650000, 681.347020
6.200000, 23.900000, 861.354997
6.200000, 24.150000, 1105.746388
6.200000, 24.400000, 1402.664217
6.200000, 24.650000, 1722.086613
6.200000, 24.900000, 2020.485373
6.300000, 0.850000, 1946.244715
6.300000, 1.100000, 1863.730606
6.300000, 1.350000, 1767.408767
6.300000, 1.600000, 1674.139874
6.300000, 1.850000, 1594.228995
6.300000, 2.100000, 1529.225043
6.300000, 2.350000, 1472.925745
6.300000, 2.600000, 1415.234125
6.300000, 2.850000, 1347.412846
6.300000, 23.650000, 662.453876
6.300000, 23.900000, 838.067729
6.300000, 24.150000, 1077.648732
6.300000, 24.400000, 1370.734459
6.300000, 24.650000, 1688.723021
6.300000, 24.900000, 1988.935552
6.400000, 0.850000, 1937.464850
6.400000, 1.100000, 1856.856205
6.400000, 1.350000, 1761.596441
6.400000, 1.600000, 1667.375796
6.400000, 1.850000, 1583.994239
6.400000, 2.100000, 1513.462185
6.400000, 2.350000, 1450.883697
6.400000, 2.600000, 1387.812558
6.400000, 2.850000, 1316.868950
6.400000, 3.350000, 1149.190986
6.400000, 3.850000, 1000.260875
6.400000, 4.350000, 935.710994
6.400000, 4.850000, 933.306107
6.400000, 5.350000, 920.200492
6.400000, 5.850000, 880.801603
6.400000, 6.350000, 863.914943
6.400000, 6.850000, 901.340640
6.400000, 7.350000, 966.767558
6.400000, 7.850000, 1010.467401
6.400000, 8.350000, 1010.245790
6.400000, 8.850000, 982.496454
6.400000, 9.350000, 950.938983
6.400000, 9.850000, 924.131377
6.400000, 10.350000, 912.252501
6.400000, 10.850000, 936.927186
6.400000, 11.350000, 998.912151
6.400000, 11.850000, 1059.425417
6.400000, 12.350000, 1080.136372
6.400000, 12.850000, 1063.386767
6.400000, 13.350000, 1036.174987
6.400000, 13.850000, 1013.347322
6.400000, 14.350000, 986.741297
6.400000, 14.850000, 946.619019
6.400000, 15.350000, 919.617449
6.400000, 15.850000, 961.396359
6.400000, 16.350000, 1073.115022
6.400000, 16.850000, 1163.650795
6.400000, 17.350000, 1157.331993
6.400000, 17.850000, 1097.850577
6.400000, 18.350000, 1071.901769
6.400000, 18.850000, 1067.986909
6.400000, 19.350000, 993.950665
6.400000, 19.850000, 819.867070
6.400000, 20.350000, 628.536167
6.400000, 20.850000, 510.332742
6.400000, 21.350000, 463.568278
6.400000, 21.850000, 434.319028
6.400000, 22.350000, 409.226911
6.400000, 22.850000, 419.530614
6.400000, 23.350000, 511.902564
6.400000, 23.650000, 641.273478
6.400000, 23.900000, 811.988566
6.400000, 24.150000, 1046.588624
6.400000, 24.400000, 1336.107969
6.400000, 24.650000, 1653.351971
6.400000, 24.900000, 1956.369797
6.500000, 0.850000, 1928.934693
6.500000, 1.100000, 1850.214671
6.500000, 1.350000, 1755.610371
6.500000, 1.600000, 1659.625351
6.500000, 1.850000, 1571.675841
6.500000, 2.100000, 1494.474654
6.500000, 2.350000, 1424.721618
6.500000, 2.600000, 1355.860170
6.500000, 2.850000, 1281.971090
6.500000, 23.650000, 618.031670
6.500000, 23.900000, 783.201843
6.500000, 24.150000, 1012.568904
6.500000, 24.400000, 1298.776544
6.500000, 24.650000, 1616.015523
6.500000, 24.900000, 1922.917140
6.600000, 0.850000, 1920.500221
6.600000, 1.100000, 1843.465026
6.600000, 1.350000, 1749.008099
6.600000, 1.600000, 1650.469703
6.600000, 1.850000, 1557.008426
6.600000, 2.100000, 1472.245671
6.600000, 2.350000, 1394.703061
6.600000, 2.600000, 1319.882529
6.600000, 2.850000, 1243.375898
6.600000, 23.650000, 593.172364
6.600000, 23.900000, 752.009812
6.600000, 24.150000, 975.793662
6.600000, 24.400000, 1258.900959
6.600000, 24.650000, 1576.881653
6.600000, 24.900000, 1888.785680
6.700000, 0.850000, 1912.021788
6.700000, 1.100000, 1836.235866
6.700000, 1.350000, 1741.289843
6.700000, 1.600000, 1639.430857
6.700000, 1.850000, 1539.690801
6.700000, 2.100000, 1446.764079
6.700000, 2.350000, 1361.144884
6.700000, 2.600000, 1280.479894
6.700000, 2.850000, 1201.860526
6.700000, 23.650000, 567.369316
6.700000, 23.900000, 718.957048
6.700000, 24.150000, 936.701019
6.700000, 24.400000, 1216.846860
6.700000, 24.650000, 1536.278084
6.700000, 24.900000, 1854.290272
6.800000, 0.850000, 1903.389010
6.800000, 1.100000, 1828.147930
6.800000, 1.350000, 1731.923157
6.800000, 1.600000, 1625.990901
6.800000, 1.850000, 1519.392228
6.800000, 2.100000, 1418.012034
6.800000, 2.350000, 1324.384200
6.800000, 2.600000, 1238.295093
6.800000, 2.850000, 1158.256087
6.800000, 23.650000, 541.514711
6.800000, 23.900000, 684.831838
6.800000, 24.150000, 895.974168
6.800000, 24.400000, 1173.201282
6.800000, 24.650000, 1494.709845
6.800000, 24.900000, 1819.867373
6.900000, 0.850000, 1894.527020
6.900000, 1.100000, 1818.829921
6.900000, 1.350000, 1720.362290
6.900000, 1.600000, 1609.606583
6.900000, 1.850000, 1495.753628
6.900000, 2.100000, 1385.946320
6.900000, 2.350000, 1284.737056
6.900000, 2.600000, 1193.951089
6.900000, 2.850000, 1113.369087
6.900000, 3.350000, 981.071190
6.900000, 3.850000, 898.005424
6.900000, 4.350000, 875.629337
6.900000, 4.850000, 875.373325
6.900000, 5.350000, 835.500824
6.900000, 5.850000, 759.982559
6.900000, 6.350000, 717.264503
6.900000, 6.850000, 746.065872
6.900000, 7.350000, 814.060445
6.900000, 7.850000, 871.272717
6.900000, 8.350000, 899.984072
6.900000, 8.850000, 905.128491
6.900000, 9.350000, 892.539582
6.900000, 9.850000, 872.506113
6.900000, 10.350000, 864.526718
6.900000, 10.850000, 883.473535
6.900000, 11.350000, 922.126847
6.900000, 11.850000, 952.842021
6.900000, 12.350000, 952.384084
6.900000, 12.850000, 922.576546
6.900000, 13.350000, 885.957512
6.900000, 13.850000, 869.510363
6.900000, 14.350000, 882.259180
6.900000, 14.850000, 899.013437
6.900000, 15.350000, 891.979729
6.900000, 15.850000, 881.036273
6.900000, 16.350000, 909.260096
6.900000, 16.850000, 970.691741
6.900000, 17.350000, 1014.645757
6.900000, 17.850000, 1020.892391
6.900000, 18.350000, 1016.682109
6.900000, 18.850000, 1009.547808
6.900000, 19.350000, 953.666155
6.900000, 19.850000, 814.813975
6.900000, 20.350000, 638.660665
6.900000, 20.850000, 508.263330
6.900000, 21.350000, 444.956667
6.900000, 21.850000, 407.540329
6.900000, 22.350000, 377.671407
6.900000, 22.850000, 375.042943
6.900000, 23.350000, 427.471162
6.900000, 23.650000, 516.681389
6.900000, 23.900000, 650.640379
6.900000, 24.150000, 854.525859
6.900000, 24.400000, 1128.764653
6.900000, 24.650000, 1452.855520
6.900000, 24.900000, 1786.072471
